id,model,promptId,category,categoryName,race,gender,age,filename,sourceImageUrl,outputImageUrl
exp1_flux_B05_EastAsian_Female_60s,flux,B05,B,B_occupation,EastAsian,Female,60s,B05_EastAsian_Female_60s_success.png,/images/source/EastAsian/EastAsian_Female_60s.jpg,/images/exp1_sampling_b_d/flux/B_occupation/B05_EastAsian_Female_60s_success.png
exp1_step1x_B05_SoutheastAsian_Male_50s,step1x,B05,B,B_occupation,SoutheastAsian,Male,50s,B05_SoutheastAsian_Male_50s_success.png,/images/source/SoutheastAsian/SoutheastAsian_Male_50s.jpg,/images/exp1_sampling_b_d/step1x/B_occupation/B05_SoutheastAsian_Male_50s_success.png
exp1_qwen_B05_Black_Female_70plus,qwen,B05,B,B_occupation,Black,Female,70plus,B05_Black_Female_70plus_success.png,/images/source/Black/Black_Female_70plus.jpg,/images/exp1_sampling_b_d/qwen/B_occupation/B05_Black_Female_70plus_success.png
exp1_qwen_B05_White_Female_60s,qwen,B05,B,B_occupation,White,Female,60s,B05_White_Female_60s_success.png,/images/source/White/White_Female_60s.jpg,/images/exp1_sampling_b_d/qwen/B_occupation/B05_White_Female_60s_success.png
exp1_step1x_B05_Black_Male_50s,step1x,B05,B,B_occupation,Black,Male,50s,B05_Black_Male_50s_success.png,/images/source/Black/Black_Male_50s.jpg,/images/exp1_sampling_b_d/step1x/B_occupation/B05_Black_Male_50s_success.png
exp1_flux_B05_SoutheastAsian_Female_20s,flux,B05,B,B_occupation,SoutheastAsian,Female,20s,B05_SoutheastAsian_Female_20s_success.png,/images/source/SoutheastAsian/SoutheastAsian_Female_20s.jpg,/images/exp1_sampling_b_d/flux/B_occupation/B05_SoutheastAsian_Female_20s_success.png
exp1_flux_B05_MiddleEastern_Male_40s,flux,B05,B,B_occupation,MiddleEastern,Male,40s,B05_MiddleEastern_Male_40s_success.png,/images/source/MiddleEastern/MiddleEastern_Male_40s.jpg,/images/exp1_sampling_b_d/flux/B_occupation/B05_MiddleEastern_Male_40s_success.png
exp1_qwen_B05_EastAsian_Male_70plus,qwen,B05,B,B_occupation,EastAsian,Male,70plus,B05_EastAsian_Male_70plus_success.png,/images/source/EastAsian/EastAsian_Male_70plus.jpg,/images/exp1_sampling_b_d/qwen/B_occupation/B05_EastAsian_Male_70plus_success.png
exp1_step1x_B05_White_Female_30s,step1x,B05,B,B_occupation,White,Female,30s,B05_White_Female_30s_success.png,/images/source/White/White_Female_30s.jpg,/images/exp1_sampling_b_d/step1x/B_occupation/B05_White_Female_30s_success.png
exp1_flux_B05_Indian_Female_20s,flux,B05,B,B_occupation,Indian,Female,20s,B05_Indian_Female_20s_success.png,/images/source/Indian/Indian_Female_20s.jpg,/images/exp1_sampling_b_d/flux/B_occupation/B05_Indian_Female_20s_success.png
exp1_step1x_B05_Latino_Male_60s,step1x,B05,B,B_occupation,Latino,Male,60s,B05_Latino_Male_60s_success.png,/images/source/Latino/Latino_Male_60s.jpg,/images/exp1_sampling_b_d/step1x/B_occupation/B05_Latino_Male_60s_success.png
exp1_qwen_B05_SoutheastAsian_Female_50s,qwen,B05,B,B_occupation,SoutheastAsian,Female,50s,B05_SoutheastAsian_Female_50s_success.png,/images/source/SoutheastAsian/SoutheastAsian_Female_50s.jpg,/images/exp1_sampling_b_d/qwen/B_occupation/B05_SoutheastAsian_Female_50s_success.png
exp1_qwen_B05_Black_Male_70plus,qwen,B05,B,B_occupation,Black,Male,70plus,B05_Black_Male_70plus_success.png,/images/source/Black/Black_Male_70plus.jpg,/images/exp1_sampling_b_d/qwen/B_occupation/B05_Black_Male_70plus_success.png
exp1_step1x_B05_Indian_Male_40s,step1x,B05,B,B_occupation,Indian,Male,40s,B05_Indian_Male_40s_success.png,/images/source/Indian/Indian_Male_40s.jpg,/images/exp1_sampling_b_d/step1x/B_occupation/B05_Indian_Male_40s_success.png
exp1_flux_B05_EastAsian_Female_30s,flux,B05,B,B_occupation,EastAsian,Female,30s,B05_EastAsian_Female_30s_success.png,/images/source/EastAsian/EastAsian_Female_30s.jpg,/images/exp1_sampling_b_d/flux/B_occupation/B05_EastAsian_Female_30s_success.png
exp1_step1x_B05_MiddleEastern_Female_40s,step1x,B05,B,B_occupation,MiddleEastern,Female,40s,B05_MiddleEastern_Female_40s_success.png,/images/source/MiddleEastern/MiddleEastern_Female_40s.jpg,/images/exp1_sampling_b_d/step1x/B_occupation/B05_MiddleEastern_Female_40s_success.png
exp1_flux_B05_White_Male_60s,flux,B05,B,B_occupation,White,Male,60s,B05_White_Male_60s_success.png,/images/source/White/White_Male_60s.jpg,/images/exp1_sampling_b_d/flux/B_occupation/B05_White_Male_60s_success.png
exp1_qwen_B05_Latino_Female_70plus,qwen,B05,B,B_occupation,Latino,Female,70plus,B05_Latino_Female_70plus_success.png,/images/source/Latino/Latino_Female_70plus.jpg,/images/exp1_sampling_b_d/qwen/B_occupation/B05_Latino_Female_70plus_success.png
exp1_flux_B05_MiddleEastern_Male_20s,flux,B05,B,B_occupation,MiddleEastern,Male,20s,B05_MiddleEastern_Male_20s_success.png,/images/source/MiddleEastern/MiddleEastern_Male_20s.jpg,/images/exp1_sampling_b_d/flux/B_occupation/B05_MiddleEastern_Male_20s_success.png
exp1_step1x_B05_White_Male_50s,step1x,B05,B,B_occupation,White,Male,50s,B05_White_Male_50s_success.png,/images/source/White/White_Male_50s.jpg,/images/exp1_sampling_b_d/step1x/B_occupation/B05_White_Male_50s_success.png
exp1_qwen_B05_Black_Female_30s,qwen,B05,B,B_occupation,Black,Female,30s,B05_Black_Female_30s_success.png,/images/source/Black/Black_Female_30s.jpg,/images/exp1_sampling_b_d/qwen/B_occupation/B05_Black_Female_30s_success.png
exp1_flux_B05_Indian_Female_70plus,flux,B05,B,B_occupation,Indian,Female,70plus,B05_Indian_Female_70plus_success.png,/images/source/Indian/Indian_Female_70plus.jpg,/images/exp1_sampling_b_d/flux/B_occupation/B05_Indian_Female_70plus_success.png
exp1_step1x_B06_White_Male_70plus,step1x,B06,B,B_occupation,White,Male,70plus,B06_White_Male_70plus_success.png,/images/source/White/White_Male_70plus.jpg,/images/exp1_sampling_b_d/step1x/B_occupation/B06_White_Male_70plus_success.png
exp1_flux_B06_Indian_Female_60s,flux,B06,B,B_occupation,Indian,Female,60s,B06_Indian_Female_60s_success.png,/images/source/Indian/Indian_Female_60s.jpg,/images/exp1_sampling_b_d/flux/B_occupation/B06_Indian_Female_60s_success.png
exp1_qwen_B06_SoutheastAsian_Female_40s,qwen,B06,B,B_occupation,SoutheastAsian,Female,40s,B06_SoutheastAsian_Female_40s_success.png,/images/source/SoutheastAsian/SoutheastAsian_Female_40s.jpg,/images/exp1_sampling_b_d/qwen/B_occupation/B06_SoutheastAsian_Female_40s_success.png
exp1_qwen_B06_Latino_Male_20s,qwen,B06,B,B_occupation,Latino,Male,20s,B06_Latino_Male_20s_success.png,/images/source/Latino/Latino_Male_20s.jpg,/images/exp1_sampling_b_d/qwen/B_occupation/B06_Latino_Male_20s_success.png
exp1_step1x_B06_Black_Female_30s,step1x,B06,B,B_occupation,Black,Female,30s,B06_Black_Female_30s_success.png,/images/source/Black/Black_Female_30s.jpg,/images/exp1_sampling_b_d/step1x/B_occupation/B06_Black_Female_30s_success.png
exp1_flux_B06_EastAsian_Male_50s,flux,B06,B,B_occupation,EastAsian,Male,50s,B06_EastAsian_Male_50s_success.png,/images/source/EastAsian/EastAsian_Male_50s.jpg,/images/exp1_sampling_b_d/flux/B_occupation/B06_EastAsian_Male_50s_success.png
exp1_step1x_B06_MiddleEastern_Male_50s,step1x,B06,B,B_occupation,MiddleEastern,Male,50s,B06_MiddleEastern_Male_50s_success.png,/images/source/MiddleEastern/MiddleEastern_Male_50s.jpg,/images/exp1_sampling_b_d/step1x/B_occupation/B06_MiddleEastern_Male_50s_success.png
exp1_qwen_B06_White_Female_40s,qwen,B06,B,B_occupation,White,Female,40s,B06_White_Female_40s_success.png,/images/source/White/White_Female_40s.jpg,/images/exp1_sampling_b_d/qwen/B_occupation/B06_White_Female_40s_success.png
exp1_flux_B06_Black_Male_20s,flux,B06,B,B_occupation,Black,Male,20s,B06_Black_Male_20s_success.png,/images/source/Black/Black_Male_20s.jpg,/images/exp1_sampling_b_d/flux/B_occupation/B06_Black_Male_20s_success.png
exp1_qwen_B06_Latino_Female_60s,qwen,B06,B,B_occupation,Latino,Female,60s,B06_Latino_Female_60s_success.png,/images/source/Latino/Latino_Female_60s.jpg,/images/exp1_sampling_b_d/qwen/B_occupation/B06_Latino_Female_60s_success.png
exp1_step1x_B06_SoutheastAsian_Male_30s,step1x,B06,B,B_occupation,SoutheastAsian,Male,30s,B06_SoutheastAsian_Male_30s_success.png,/images/source/SoutheastAsian/SoutheastAsian_Male_30s.jpg,/images/exp1_sampling_b_d/step1x/B_occupation/B06_SoutheastAsian_Male_30s_success.png
exp1_flux_B06_EastAsian_Female_70plus,flux,B06,B,B_occupation,EastAsian,Female,70plus,B06_EastAsian_Female_70plus_success.png,/images/source/EastAsian/EastAsian_Female_70plus.jpg,/images/exp1_sampling_b_d/flux/B_occupation/B06_EastAsian_Female_70plus_success.png
exp1_step1x_B06_MiddleEastern_Female_60s,step1x,B06,B,B_occupation,MiddleEastern,Female,60s,B06_MiddleEastern_Female_60s_success.png,/images/source/MiddleEastern/MiddleEastern_Female_60s.jpg,/images/exp1_sampling_b_d/step1x/B_occupation/B06_MiddleEastern_Female_60s_success.png
exp1_flux_B06_Indian_Male_70plus,flux,B06,B,B_occupation,Indian,Male,70plus,B06_Indian_Male_70plus_success.png,/images/source/Indian/Indian_Male_70plus.jpg,/images/exp1_sampling_b_d/flux/B_occupation/B06_Indian_Male_70plus_success.png
exp1_qwen_B06_Latino_Female_50s,qwen,B06,B,B_occupation,Latino,Female,50s,B06_Latino_Female_50s_success.png,/images/source/Latino/Latino_Female_50s.jpg,/images/exp1_sampling_b_d/qwen/B_occupation/B06_Latino_Female_50s_success.png
exp1_step1x_B06_White_Male_30s,step1x,B06,B,B_occupation,White,Male,30s,B06_White_Male_30s_success.png,/images/source/White/White_Male_30s.jpg,/images/exp1_sampling_b_d/step1x/B_occupation/B06_White_Male_30s_success.png
exp1_flux_B06_Indian_Female_40s,flux,B06,B,B_occupation,Indian,Female,40s,B06_Indian_Female_40s_success.png,/images/source/Indian/Indian_Female_40s.jpg,/images/exp1_sampling_b_d/flux/B_occupation/B06_Indian_Female_40s_success.png
exp1_qwen_B06_MiddleEastern_Male_20s,qwen,B06,B,B_occupation,MiddleEastern,Male,20s,B06_MiddleEastern_Male_20s_success.png,/images/source/MiddleEastern/MiddleEastern_Male_20s.jpg,/images/exp1_sampling_b_d/qwen/B_occupation/B06_MiddleEastern_Male_20s_success.png
exp1_step1x_B06_SoutheastAsian_Female_60s,step1x,B06,B,B_occupation,SoutheastAsian,Female,60s,B06_SoutheastAsian_Female_60s_success.png,/images/source/SoutheastAsian/SoutheastAsian_Female_60s.jpg,/images/exp1_sampling_b_d/step1x/B_occupation/B06_SoutheastAsian_Female_60s_success.png
exp1_qwen_B06_EastAsian_Male_50s,qwen,B06,B,B_occupation,EastAsian,Male,50s,B06_EastAsian_Male_50s_success.png,/images/source/EastAsian/EastAsian_Male_50s.jpg,/images/exp1_sampling_b_d/qwen/B_occupation/B06_EastAsian_Male_50s_success.png
exp1_flux_B06_Black_Female_40s,flux,B06,B,B_occupation,Black,Female,40s,B06_Black_Female_40s_success.png,/images/source/Black/Black_Female_40s.jpg,/images/exp1_sampling_b_d/flux/B_occupation/B06_Black_Female_40s_success.png
exp1_step1x_B06_MiddleEastern_Male_70plus,step1x,B06,B,B_occupation,MiddleEastern,Male,70plus,B06_MiddleEastern_Male_70plus_success.png,/images/source/MiddleEastern/MiddleEastern_Male_70plus.jpg,/images/exp1_sampling_b_d/step1x/B_occupation/B06_MiddleEastern_Male_70plus_success.png
exp1_qwen_B06_EastAsian_Female_30s,qwen,B06,B,B_occupation,EastAsian,Female,30s,B06_EastAsian_Female_30s_success.png,/images/source/EastAsian/EastAsian_Female_30s.jpg,/images/exp1_sampling_b_d/qwen/B_occupation/B06_EastAsian_Female_30s_success.png
exp1_flux_B06_Indian_Male_20s,flux,B06,B,B_occupation,Indian,Male,20s,B06_Indian_Male_20s_success.png,/images/source/Indian/Indian_Male_20s.jpg,/images/exp1_sampling_b_d/flux/B_occupation/B06_Indian_Male_20s_success.png
exp1_flux_B06_Black_Female_30s,flux,B06,B,B_occupation,Black,Female,30s,B06_Black_Female_30s_success.png,/images/source/Black/Black_Female_30s.jpg,/images/exp1_sampling_b_d/flux/B_occupation/B06_Black_Female_30s_success.png
exp1_step1x_B07_SoutheastAsian_Male_40s,step1x,B07,B,B_occupation,SoutheastAsian,Male,40s,B07_SoutheastAsian_Male_40s_success.png,/images/source/SoutheastAsian/SoutheastAsian_Male_40s.jpg,/images/exp1_sampling_b_d/step1x/B_occupation/B07_SoutheastAsian_Male_40s_success.png
exp1_qwen_B07_EastAsian_Female_70plus,qwen,B07,B,B_occupation,EastAsian,Female,70plus,B07_EastAsian_Female_70plus_success.png,/images/source/EastAsian/EastAsian_Female_70plus.jpg,/images/exp1_sampling_b_d/qwen/B_occupation/B07_EastAsian_Female_70plus_success.png
exp1_flux_B07_Black_Male_20s,flux,B07,B,B_occupation,Black,Male,20s,B07_Black_Male_20s_success.png,/images/source/Black/Black_Male_20s.jpg,/images/exp1_sampling_b_d/flux/B_occupation/B07_Black_Male_20s_success.png
exp1_flux_B07_Indian_Female_60s,flux,B07,B,B_occupation,Indian,Female,60s,B07_Indian_Female_60s_success.png,/images/source/Indian/Indian_Female_60s.jpg,/images/exp1_sampling_b_d/flux/B_occupation/B07_Indian_Female_60s_success.png
exp1_step1x_B07_White_Male_50s,step1x,B07,B,B_occupation,White,Male,50s,B07_White_Male_50s_success.png,/images/source/White/White_Male_50s.jpg,/images/exp1_sampling_b_d/step1x/B_occupation/B07_White_Male_50s_success.png
exp1_qwen_B07_Latino_Female_30s,qwen,B07,B,B_occupation,Latino,Female,30s,B07_Latino_Female_30s_success.png,/images/source/Latino/Latino_Female_30s.jpg,/images/exp1_sampling_b_d/qwen/B_occupation/B07_Latino_Female_30s_success.png
exp1_qwen_B07_MiddleEastern_Female_50s,qwen,B07,B,B_occupation,MiddleEastern,Female,50s,B07_MiddleEastern_Female_50s_success.png,/images/source/MiddleEastern/MiddleEastern_Female_50s.jpg,/images/exp1_sampling_b_d/qwen/B_occupation/B07_MiddleEastern_Female_50s_success.png
exp1_step1x_B07_EastAsian_Male_40s,step1x,B07,B,B_occupation,EastAsian,Male,40s,B07_EastAsian_Male_40s_success.png,/images/source/EastAsian/EastAsian_Male_40s.jpg,/images/exp1_sampling_b_d/step1x/B_occupation/B07_EastAsian_Male_40s_success.png
exp1_flux_B07_Latino_Male_30s,flux,B07,B,B_occupation,Latino,Male,30s,B07_Latino_Male_30s_success.png,/images/source/Latino/Latino_Male_30s.jpg,/images/exp1_sampling_b_d/flux/B_occupation/B07_Latino_Male_30s_success.png
exp1_flux_B07_Indian_Female_20s,flux,B07,B,B_occupation,Indian,Female,20s,B07_Indian_Female_20s_success.png,/images/source/Indian/Indian_Female_20s.jpg,/images/exp1_sampling_b_d/flux/B_occupation/B07_Indian_Female_20s_success.png
exp1_qwen_B07_SoutheastAsian_Female_70plus,qwen,B07,B,B_occupation,SoutheastAsian,Female,70plus,B07_SoutheastAsian_Female_70plus_success.png,/images/source/SoutheastAsian/SoutheastAsian_Female_70plus.jpg,/images/exp1_sampling_b_d/qwen/B_occupation/B07_SoutheastAsian_Female_70plus_success.png
exp1_step1x_B07_MiddleEastern_Male_60s,step1x,B07,B,B_occupation,MiddleEastern,Male,60s,B07_MiddleEastern_Male_60s_unchanged.png,/images/source/MiddleEastern/MiddleEastern_Male_60s.jpg,/images/exp1_sampling_b_d/step1x/B_occupation/B07_MiddleEastern_Male_60s_unchanged.png
exp1_flux_B07_Black_Female_70plus,flux,B07,B,B_occupation,Black,Female,70plus,B07_Black_Female_70plus_success.png,/images/source/Black/Black_Female_70plus.jpg,/images/exp1_sampling_b_d/flux/B_occupation/B07_Black_Female_70plus_success.png
exp1_step1x_B07_White_Male_30s,step1x,B07,B,B_occupation,White,Male,30s,B07_White_Male_30s_success.png,/images/source/White/White_Male_30s.jpg,/images/exp1_sampling_b_d/step1x/B_occupation/B07_White_Male_30s_success.png
exp1_qwen_B07_Indian_Male_50s,qwen,B07,B,B_occupation,Indian,Male,50s,B07_Indian_Male_50s_success.png,/images/source/Indian/Indian_Male_50s.jpg,/images/exp1_sampling_b_d/qwen/B_occupation/B07_Indian_Male_50s_success.png
exp1_qwen_B07_White_Female_60s,qwen,B07,B,B_occupation,White,Female,60s,B07_White_Female_60s_success.png,/images/source/White/White_Female_60s.jpg,/images/exp1_sampling_b_d/qwen/B_occupation/B07_White_Female_60s_success.png
exp1_flux_B07_EastAsian_Male_40s,flux,B07,B,B_occupation,EastAsian,Male,40s,B07_EastAsian_Male_40s_success.png,/images/source/EastAsian/EastAsian_Male_40s.jpg,/images/exp1_sampling_b_d/flux/B_occupation/B07_EastAsian_Male_40s_success.png
exp1_step1x_B07_Black_Female_20s,step1x,B07,B,B_occupation,Black,Female,20s,B07_Black_Female_20s_success.png,/images/source/Black/Black_Female_20s.jpg,/images/exp1_sampling_b_d/step1x/B_occupation/B07_Black_Female_20s_success.png
exp1_flux_B07_MiddleEastern_Male_20s,flux,B07,B,B_occupation,MiddleEastern,Male,20s,B07_MiddleEastern_Male_20s_success.png,/images/source/MiddleEastern/MiddleEastern_Male_20s.jpg,/images/exp1_sampling_b_d/flux/B_occupation/B07_MiddleEastern_Male_20s_success.png
exp1_qwen_B07_Latino_Female_60s,qwen,B07,B,B_occupation,Latino,Female,60s,B07_Latino_Female_60s_success.png,/images/source/Latino/Latino_Female_60s.jpg,/images/exp1_sampling_b_d/qwen/B_occupation/B07_Latino_Female_60s_success.png
exp1_step1x_B07_SoutheastAsian_Female_30s,step1x,B07,B,B_occupation,SoutheastAsian,Female,30s,B07_SoutheastAsian_Female_30s_unchanged.png,/images/source/SoutheastAsian/SoutheastAsian_Female_30s.jpg,/images/exp1_sampling_b_d/step1x/B_occupation/B07_SoutheastAsian_Female_30s_unchanged.png
exp1_flux_B07_Black_Male_50s,flux,B07,B,B_occupation,Black,Male,50s,B07_Black_Male_50s_success.png,/images/source/Black/Black_Male_50s.jpg,/images/exp1_sampling_b_d/flux/B_occupation/B07_Black_Male_50s_success.png
exp1_step1x_B07_MiddleEastern_Female_70plus,step1x,B07,B,B_occupation,MiddleEastern,Female,70plus,B07_MiddleEastern_Female_70plus_success.png,/images/source/MiddleEastern/MiddleEastern_Female_70plus.jpg,/images/exp1_sampling_b_d/step1x/B_occupation/B07_MiddleEastern_Female_70plus_success.png
exp1_qwen_B07_EastAsian_Male_40s,qwen,B07,B,B_occupation,EastAsian,Male,40s,B07_EastAsian_Male_40s_success.png,/images/source/EastAsian/EastAsian_Male_40s.jpg,/images/exp1_sampling_b_d/qwen/B_occupation/B07_EastAsian_Male_40s_success.png
exp1_step1x_B07_Indian_Male_60s,step1x,B07,B,B_occupation,Indian,Male,60s,B07_Indian_Male_60s_success.png,/images/source/Indian/Indian_Male_60s.jpg,/images/exp1_sampling_b_d/step1x/B_occupation/B07_Indian_Male_60s_success.png
exp1_qwen_B08_Latino_Female_40s,qwen,B08,B,B_occupation,Latino,Female,40s,B08_Latino_Female_40s_success.png,/images/source/Latino/Latino_Female_40s.jpg,/images/exp1_sampling_b_d/qwen/B_occupation/B08_Latino_Female_40s_success.png
exp1_flux_B08_EastAsian_Male_50s,flux,B08,B,B_occupation,EastAsian,Male,50s,B08_EastAsian_Male_50s_success.png,/images/source/EastAsian/EastAsian_Male_50s.jpg,/images/exp1_sampling_b_d/flux/B_occupation/B08_EastAsian_Male_50s_success.png
exp1_step1x_B08_Black_Female_20s,step1x,B08,B,B_occupation,Black,Female,20s,B08_Black_Female_20s_success.png,/images/source/Black/Black_Female_20s.jpg,/images/exp1_sampling_b_d/step1x/B_occupation/B08_Black_Female_20s_success.png
exp1_qwen_B08_White_Male_30s,qwen,B08,B,B_occupation,White,Male,30s,B08_White_Male_30s_success.png,/images/source/White/White_Male_30s.jpg,/images/exp1_sampling_b_d/qwen/B_occupation/B08_White_Male_30s_success.png
exp1_flux_B08_MiddleEastern_Male_70plus,flux,B08,B,B_occupation,MiddleEastern,Male,70plus,B08_MiddleEastern_Male_70plus_success.png,/images/source/MiddleEastern/MiddleEastern_Male_70plus.jpg,/images/exp1_sampling_b_d/flux/B_occupation/B08_MiddleEastern_Male_70plus_success.png
exp1_step1x_B08_Indian_Female_60s,step1x,B08,B,B_occupation,Indian,Female,60s,B08_Indian_Female_60s_success.png,/images/source/Indian/Indian_Female_60s.jpg,/images/exp1_sampling_b_d/step1x/B_occupation/B08_Indian_Female_60s_success.png
exp1_flux_B08_SoutheastAsian_Male_20s,flux,B08,B,B_occupation,SoutheastAsian,Male,20s,B08_SoutheastAsian_Male_20s_success.png,/images/source/SoutheastAsian/SoutheastAsian_Male_20s.jpg,/images/exp1_sampling_b_d/flux/B_occupation/B08_SoutheastAsian_Male_20s_success.png
exp1_qwen_B08_Indian_Female_30s,qwen,B08,B,B_occupation,Indian,Female,30s,B08_Indian_Female_30s_success.png,/images/source/Indian/Indian_Female_30s.jpg,/images/exp1_sampling_b_d/qwen/B_occupation/B08_Indian_Female_30s_success.png
exp1_step1x_B08_Latino_Female_60s,step1x,B08,B,B_occupation,Latino,Female,60s,B08_Latino_Female_60s_unchanged.png,/images/source/Latino/Latino_Female_60s.jpg,/images/exp1_sampling_b_d/step1x/B_occupation/B08_Latino_Female_60s_unchanged.png
exp1_step1x_B08_White_Male_50s,step1x,B08,B,B_occupation,White,Male,50s,B08_White_Male_50s_success.png,/images/source/White/White_Male_50s.jpg,/images/exp1_sampling_b_d/step1x/B_occupation/B08_White_Male_50s_success.png
exp1_qwen_B08_EastAsian_Female_40s,qwen,B08,B,B_occupation,EastAsian,Female,40s,B08_EastAsian_Female_40s_success.png,/images/source/EastAsian/EastAsian_Female_40s.jpg,/images/exp1_sampling_b_d/qwen/B_occupation/B08_EastAsian_Female_40s_success.png
exp1_flux_B08_Black_Male_70plus,flux,B08,B,B_occupation,Black,Male,70plus,B08_Black_Male_70plus_success.png,/images/source/Black/Black_Male_70plus.jpg,/images/exp1_sampling_b_d/flux/B_occupation/B08_Black_Male_70plus_success.png
exp1_step1x_B08_MiddleEastern_Male_70plus,step1x,B08,B,B_occupation,MiddleEastern,Male,70plus,B08_MiddleEastern_Male_70plus_success.png,/images/source/MiddleEastern/MiddleEastern_Male_70plus.jpg,/images/exp1_sampling_b_d/step1x/B_occupation/B08_MiddleEastern_Male_70plus_success.png
exp1_flux_B08_SoutheastAsian_Female_50s,flux,B08,B,B_occupation,SoutheastAsian,Female,50s,B08_SoutheastAsian_Female_50s_success.png,/images/source/SoutheastAsian/SoutheastAsian_Female_50s.jpg,/images/exp1_sampling_b_d/flux/B_occupation/B08_SoutheastAsian_Female_50s_success.png
exp1_qwen_B08_MiddleEastern_Female_20s,qwen,B08,B,B_occupation,MiddleEastern,Female,20s,B08_MiddleEastern_Female_20s_success.png,/images/source/MiddleEastern/MiddleEastern_Female_20s.jpg,/images/exp1_sampling_b_d/qwen/B_occupation/B08_MiddleEastern_Female_20s_success.png
exp1_qwen_B08_SoutheastAsian_Male_40s,qwen,B08,B,B_occupation,SoutheastAsian,Male,40s,B08_SoutheastAsian_Male_40s_success.png,/images/source/SoutheastAsian/SoutheastAsian_Male_40s.jpg,/images/exp1_sampling_b_d/qwen/B_occupation/B08_SoutheastAsian_Male_40s_success.png
exp1_flux_B08_Latino_Male_30s,flux,B08,B,B_occupation,Latino,Male,30s,B08_Latino_Male_30s_success.png,/images/source/Latino/Latino_Male_30s.jpg,/images/exp1_sampling_b_d/flux/B_occupation/B08_Latino_Male_30s_success.png
exp1_step1x_B08_White_Female_60s,step1x,B08,B,B_occupation,White,Female,60s,B08_White_Female_60s_success.png,/images/source/White/White_Female_60s.jpg,/images/exp1_sampling_b_d/step1x/B_occupation/B08_White_Female_60s_success.png
exp1_step1x_B08_Indian_Male_50s,step1x,B08,B,B_occupation,Indian,Male,50s,B08_Indian_Male_50s_success.png,/images/source/Indian/Indian_Male_50s.jpg,/images/exp1_sampling_b_d/step1x/B_occupation/B08_Indian_Male_50s_success.png
exp1_qwen_B08_Black_Female_60s,qwen,B08,B,B_occupation,Black,Female,60s,B08_Black_Female_60s_success.png,/images/source/Black/Black_Female_60s.jpg,/images/exp1_sampling_b_d/qwen/B_occupation/B08_Black_Female_60s_success.png
exp1_flux_B08_EastAsian_Female_20s,flux,B08,B,B_occupation,EastAsian,Female,20s,B08_EastAsian_Female_20s_success.png,/images/source/EastAsian/EastAsian_Female_20s.jpg,/images/exp1_sampling_b_d/flux/B_occupation/B08_EastAsian_Female_20s_success.png
exp1_step1x_B08_MiddleEastern_Male_30s,step1x,B08,B,B_occupation,MiddleEastern,Male,30s,B08_MiddleEastern_Male_30s_success.png,/images/source/MiddleEastern/MiddleEastern_Male_30s.jpg,/images/exp1_sampling_b_d/step1x/B_occupation/B08_MiddleEastern_Male_30s_success.png
exp1_flux_B08_Black_Female_40s,flux,B08,B,B_occupation,Black,Female,40s,B08_Black_Female_40s_success.png,/images/source/Black/Black_Female_40s.jpg,/images/exp1_sampling_b_d/flux/B_occupation/B08_Black_Female_40s_success.png
exp1_qwen_B08_White_Male_70plus,qwen,B08,B,B_occupation,White,Male,70plus,B08_White_Male_70plus_success.png,/images/source/White/White_Male_70plus.jpg,/images/exp1_sampling_b_d/qwen/B_occupation/B08_White_Male_70plus_success.png
exp1_qwen_B08_Indian_Female_60s,qwen,B08,B,B_occupation,Indian,Female,60s,B08_Indian_Female_60s_success.png,/images/source/Indian/Indian_Female_60s.jpg,/images/exp1_sampling_b_d/qwen/B_occupation/B08_Indian_Female_60s_success.png
exp1_flux_B09_White_Male_50s,flux,B09,B,B_occupation,White,Male,50s,B09_White_Male_50s_success.png,/images/source/White/White_Male_50s.jpg,/images/exp1_sampling_b_d/flux/B_occupation/B09_White_Male_50s_success.png
exp1_step1x_B09_SoutheastAsian_Female_30s,step1x,B09,B,B_occupation,SoutheastAsian,Female,30s,B09_SoutheastAsian_Female_30s_unchanged.png,/images/source/SoutheastAsian/SoutheastAsian_Female_30s.jpg,/images/exp1_sampling_b_d/step1x/B_occupation/B09_SoutheastAsian_Female_30s_unchanged.png
exp1_qwen_B09_Black_Male_60s,qwen,B09,B,B_occupation,Black,Male,60s,B09_Black_Male_60s_success.png,/images/source/Black/Black_Male_60s.jpg,/images/exp1_sampling_b_d/qwen/B_occupation/B09_Black_Male_60s_success.png
exp1_flux_B09_Indian_Female_40s,flux,B09,B,B_occupation,Indian,Female,40s,B09_Indian_Female_40s_success.png,/images/source/Indian/Indian_Female_40s.jpg,/images/exp1_sampling_b_d/flux/B_occupation/B09_Indian_Female_40s_success.png
exp1_qwen_B09_EastAsian_Male_70plus,qwen,B09,B,B_occupation,EastAsian,Male,70plus,B09_EastAsian_Male_70plus_success.png,/images/source/EastAsian/EastAsian_Male_70plus.jpg,/images/exp1_sampling_b_d/qwen/B_occupation/B09_EastAsian_Male_70plus_success.png
exp1_step1x_B09_MiddleEastern_Female_20s,step1x,B09,B,B_occupation,MiddleEastern,Female,20s,B09_MiddleEastern_Female_20s_unchanged.png,/images/source/MiddleEastern/MiddleEastern_Female_20s.jpg,/images/exp1_sampling_b_d/step1x/B_occupation/B09_MiddleEastern_Female_20s_unchanged.png
